active,created_date,id,intent_name,notes,scope,source,tags,trigger_sentence,type,updated_date
True,2020-01-13T22:08:11,84df362f-4508-4ed1-82f4-8a22d749f45d,bt_positions,,seed,variant,['happy'],show my position,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,484c2830-6af4-4e50-a6cf-df9232a2c67a,bt_positions,,seed,variant,['happy'],{@kim_security_sector health} stocks in {@account_type 401k},TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,176dfeb6-447e-47dc-8ffb-735a933eea0d,bt_positions,,seed,variant,['happy'],what is my {@account_type 401k} account worth,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,6e333363-64f7-4786-8a4e-7069fb407854,bt_positions,,seed,variant,['happy'],view my position,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,0ca401af-724e-43c4-bd6f-ef4d6c180dec,bt_positions,,seed,variant,['happy'],what are all the stocks i own currently,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,5e89ec08-6d52-407a-8afe-4418016c6727,bt_positions,,seed,variant,,What's my Roth {@account_number 1234} worth?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,44d21493-88e1-41de-9556-b4ec50c7758b,bt_positions,,seed,variant,['happy'],positions in the {@account_type isa} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,e71eb730-f4bf-4911-a400-f60e1dde98f7,bt_positions,,seed,variant,['happy'],do i have positions in my {@account_type depository} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,2dc60f7f-cf11-4e7b-a4c5-b8207dc77853,bt_positions,,seed,variant,['happy'],how many {@kim_security_sector basic industries} stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,360794b9-fcd1-474e-b0f5-4380c692a5a2,bt_positions,,seed,variant,,Show me my holdings,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,86367454-8e15-4570-8a8d-5fd4d54c7b8c,bt_positions,,seed,variant,['happy'],stocks in the account {@account_number 1234},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,79135824-04be-482d-ba58-9434cb80abca,bt_positions,,seed,variant,['happy'],How's my {@kim_security_sector tech} stocks doing,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,76e7cadb-7e67-4d68-9e61-819e1bee7eac,bt_positions,,seed,variant,['happy'],{@kim_security_sector basic industries} stocks,TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,00b31ae5-9a8f-455d-b2de-7e0f05d36394,bt_positions,,seed,variant,['happy'],what stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,05d78b73-5895-4f5c-94ce-c8ff4c4390c0,bt_positions,,seed,variant,['happy'],What's my largest position?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,bdc3bec3-9217-4c35-89b6-85ab095abc1b,bt_positions,,seed,variant,,How are my stocks doing in account {@account_number 1234}?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,a983bfcc-baae-4d9a-bdb3-3eb6554a14ee,bt_positions,,seed,variant,['happy'],do i have any stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,3b9a0c32-b7eb-48a2-8c53-88b627e39408,bt_positions,,seed,variant,['happy'],utilities stocks in my {@account_type 401k} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,ce20083b-6b33-49c9-b71c-1ce5e3992b67,bt_positions,,seed,variant,['happy'],What's the account {@account_number 1234} worth,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,45ccc8cd-b8af-492f-848c-83b84763bdc0,bt_positions,,seed,variant,['happy'],position of the account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,2f5bc4dc-363d-4e0f-a152-7fc2f0f0cd03,bt_positions,,seed,variant,['happy'],my {@kim_company_name_ticker pplus trust} share,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,bdb6d227-32a9-4519-afb9-55976539b5c9,bt_positions,,seed,variant,['happy'],what securities do i own,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,39f5dee7-7a9e-47da-8419-a5f96011d6e2,bt_positions,,seed,variant,['happy'],how many {@kim_security_sector tech} stocks shares do i own,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,b3992402-029d-4ba8-813d-8ef4ed4a1cf9,bt_positions,,seed,variant,['happy'],{@kim_security_sector health} stocks,TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,95f85899-bfc6-40b7-b27a-385afb373fd1,bt_positions,,seed,variant,,Tell me the value of my positions,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,553e2907-a751-41a1-acfa-59fafefc66d0,bt_positions,,seed,variant,['happy'],stocks in my {@account_type rdsp},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,5529551a-7a48-45ba-8cca-d23b95d3edf2,bt_positions,,seed,variant,['happy'],what are the securities worth,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,a257d28d-3cba-4f26-a3ef-45d9a132e65c,bt_positions,,seed,variant,['happy'],what {@kim_company_name_ticker CSCO} stocks do i own in the {@account_type 401k} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,d30917e0-4e26-4312-b7ef-b9a860dfd3a2,bt_positions,,seed,variant,['happy'],position for my account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,8a980c10-4715-4339-bba9-8260f5d2ea53,bt_positions,,seed,variant,['happy'],do i have {@kim_company_name_ticker CSCO} stocks in the account {@account_number 1234},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,2a501189-0b61-4ba7-a136-b6450afb2920,bt_positions,,seed,variant,['happy'],what do i own,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,56bc49fe-3ec9-4bc7-805a-eae56d61bd78,bt_positions,,seed,variant,['happy'],my shares,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,7cb781a9-c9bc-4ba9-9a24-5bcaae9db9af,bt_positions,,seed,variant,['happy'],position of account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,cf07ff9d-0721-4725-bcd1-e91856f012d4,bt_positions,,seed,variant,['happy'],tell me the value of my current positions,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,313dd48c-f4a7-45fa-9ded-67b3210e8aa6,bt_positions,,seed,variant,['happy'],positions in {@account_type hsa},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,62ebda96-bcc6-41ce-9339-7bd2993a3d6d,bt_positions,,seed,variant,['happy'],my {@kim_security_sector tech} stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,7376a2fe-b872-499e-96e2-bfd7f380a4f3,bt_positions,,seed,variant,['happy'],what {@kim_security_sector tech} shares,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,73f98505-7df2-4ddd-9044-260f74a11a5f,bt_positions,,seed,variant,['happy'],position of my account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,94746ec4-5571-4023-b5f9-8c119ec24e07,bt_positions,,seed,variant,['happy'],what {@kim_security_sector health} stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,5ea72fa7-9aae-43c7-8518-7589ca014d72,bt_positions,,seed,variant,['happy'],what is the value of my {@account_type roth ira} account?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,7ac9040c-54ef-4859-8fe6-5eb1c66ed39b,bt_positions,,seed,variant,['happy'],value of account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,ec8caa38-8dbe-4b13-b078-b3c279310e89,bt_positions,,seed,variant,['happy'],positions shares,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,29a1f55c-bf79-44c7-92eb-7f90d6c87170,bt_positions,,seed,variant,['happy'],What's my {@kim_security_sector tech} stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,91b18c1b-8691-48b4-adc4-8aa26d5dcccf,bt_positions,,seed,variant,['happy'],stocks in {@account_type 401k},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,0a748305-3024-49fe-97d0-4e0155ada146,bt_positions,,seed,variant,,What are my current positions for account {@account_number 1234}?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,abcb5dd1-fc8b-4fb3-86e8-a274351c5641,bt_positions,,seed,variant,['happy'],How's the stocks doing,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,6558b4a9-7fcc-4659-bf24-a0e4788b03a1,bt_positions,,seed,variant,['happy'],what are the positions worth,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,c6907667-d9c8-4f97-a246-c01da9aa81f4,bt_positions,,seed,variant,,positions for account {@account_number 1234},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,9567f029-6dea-4cea-9b98-b9bbc6c69cf9,bt_positions,,seed,variant,['happy'],show positions,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,bbdd0d4a-3e2d-4dfa-95c0-16574958d1c9,bt_positions,,seed,variant,['happy'],how is my {@account_type 401k} account doing,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,0a8ab2b4-c351-46b9-9191-69d2b9ee5580,bt_positions,,seed,variant,['happy'],What's my {@account_type roth} {@account_number 1234} worth?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,0a33e949-5b1f-4d2b-90fc-0d24fb832168,bt_positions,,seed,variant,['happy'],What's the positions worth,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,b170004f-b562-4905-b371-e66680a0f226,bt_positions,,seed,variant,['happy'],what are the {@account_type 401k} account worth,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,d8e0ae8a-ab16-4482-a421-ccfca347744c,bt_positions,,seed,variant,['happy'],{@kim_company_name_ticker csco} stock acct {@account_number 1234},TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,a5843307-0654-4c65-87b1-759a90aab166,bt_positions,,seed,variant,['happy'],do i have stocks in the {@account_type depository} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,2582cbac-b5de-4029-b9f3-996cdf6b8428,bt_positions,,seed,variant,['happy'],{@kim_security_sector tech} positions,TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,5d003a75-4249-4c94-8a4e-bc53a412c4cc,bt_positions,,seed,variant,['happy'],what current positions do i have,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,40795595-bcd4-42a9-ba3d-53e4922b18f5,bt_positions,,seed,variant,['happy'],how much stocks do i own in account {@account_number 1234}?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,5f9d47e5-6774-44d9-a3fa-a264ae6585b8,bt_positions,,seed,variant,['happy'],stocks in my {@account_number lif},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,1315d9e5-b3d9-4f6c-8c5e-d8a64edf65be,bt_positions,,seed,variant,['happy'],my {@kim_security_sector finance} stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,44a2279f-728f-4757-885f-37b9808142ac,bt_positions,,seed,variant,['happy'],Show me positions,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,efd52082-9813-41e0-b7cd-fbfc06317cea,bt_positions,,seed,variant,['happy'],what are my current positions worth,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,f2f195c6-b7ff-42da-9643-e57b595d08ff,bt_positions,,seed,variant,['happy'],what is my account {@account_number 1234} worth,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,d4a322e4-d67b-4a16-807d-19a8a246684a,bt_positions,,seed,variant,['happy'],Tell me positions in my {@account_type Roth},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,d6595ec5-7763-4fc4-97bc-26f05e218a8b,bt_positions,,seed,variant,['happy'],how is my current positions doing,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,ea759db8-ccd2-47a9-8fc2-e30eefbe3e59,bt_positions,,seed,variant,['happy'],How much {@kim_company_name_ticker AAPL} do I have?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,3dd887b6-8e95-4d27-bc54-0c54281d2cdd,bt_positions,,seed,variant,['happy'],show me my {@kim_security_sector tech} stocks in my {@account_type Roth} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,1c50a723-bc96-440c-8471-5632b20abd21,bt_positions,,seed,variant,['happy'],do i own {@kim_company_name_ticker CSCO} stocks in the {@account_type 401k} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,02334f99-9fce-4b60-8824-3761eee903ff,bt_positions,,seed,variant,['happy'],show my holding in account {@account_number 23111},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,a227245b-0fda-4a27-a125-5062cab20819,bt_positions,,seed,variant,['happy'],what holdings do i own in my {@account_type 401k} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,ee4cdd8f-f457-42c2-96f0-80dc67088d30,bt_positions,,seed,variant,['happy'],show me all my holdings,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,8cf76d56-10b3-4565-bd15-31d440bdcb69,bt_positions,,seed,variant,['happy'],is my {@account_type 403b} up or down?,TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,c7f7ed75-8bb5-404a-8d4e-477f165d2c95,bt_positions,,seed,variant,['happy'],what is my securities worth,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,4d79613a-9373-4478-9864-5f724961a2db,bt_positions,,seed,variant,['happy'],position for the accounts,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,d1102495-3fc9-4c74-8e39-4c4f6ae03547,bt_positions,,seed,variant,['happy'],how many holdings,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,30cb1e8f-8cc9-4075-86f4-d9fbef7cb3dd,bt_positions,,seed,variant,['happy'],what are my current stocks?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,7831d0f7-29b4-49cb-8559-0f888c868a62,bt_positions,,seed,variant,,How many {@kim_company_name_ticker apple} shares do I own?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,20a9b898-328a-449e-845c-5ff13be4868c,bt_positions,,seed,variant,['happy'],what holdings do i have in the account {@account_number 1234},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,dbe3c45f-4350-4718-afd3-fe997eb8e968,bt_positions,,seed,variant,['happy'],how many shares of {@kim_company_name_ticker apple} do i have?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,d79fa2f4-5aa5-4f38-a4ff-a4035fbd5f68,bt_positions,,seed,variant,,What are my current positions in my {@account_type 401K}?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,22f93ff4-37b6-4c53-8ef8-5648b59f0062,bt_positions,,seed,variant,['happy'],acct positions,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,de71f58f-fc16-4cfd-b985-b41e634b843e,bt_positions,,seed,variant,['happy'],worth of the {@account_type rrif},TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,038f12ef-b37a-4c8f-bbac-ebcc430934fc,bt_positions,,seed,variant,['happy'],tell me the value of my positions for account {@account_number 1234},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,f7f00df1-ba4f-47b6-a1ed-971e72089b7a,bt_positions,,seed,variant,['happy'],what positions do i own in the account {@account_number 1234},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,6b91c566-7598-4606-8d8f-ce0e893181ab,bt_positions,,seed,variant,['happy'],positions for accounts,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,a508d6f0-d719-4734-b61f-8505e1e8f549,bt_positions,,seed,variant,['happy'],What's the value of my {@account_type depository} account?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,e848abdd-d3a5-4984-89e7-502e073ac96d,bt_positions,,seed,variant,['happy'],do i have any {@kim_company_name_ticker CSCO} stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,4668e912-e552-4e88-84ea-e3df2fc32bc8,bt_positions,,seed,variant,['happy'],show me the value of the {@account_type 401k} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,db3de723-291f-41c2-8696-e33305076043,bt_positions,,seed,variant,['happy'],do i have securities in the {@account_type 401k} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,6aff1319-a043-4f0c-b74c-f41190724a46,bt_positions,,seed,variant,['happy'],any {@kim_security_sector tech} stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,75c72ebe-26a0-4780-bd4c-3ecbc73765f4,bt_positions,,seed,variant,['happy'],positions in my {@account_type prif} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,2bda2e0c-5cfe-4446-96eb-ce47b075b790,bt_positions,,seed,variant,,How many shares of {@kim_company_name_ticker apple} do I have?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,cb17b409-b4ef-472b-9a49-1737f3222bee,bt_positions,,seed,variant,['happy'],what {@kim_security_sector tech} stocks do i have,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,d62f377b-1988-4609-896f-e394de7f6b21,bt_positions,,seed,variant,['happy'],show me all the stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,2e43a21f-4576-40ab-8f47-52d336e0024e,bt_positions,,seed,variant,['happy'],{@kim_company_name_ticker aapl} holding,TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,200cfb56-7fb3-41ff-b575-baa8633d6cb1,bt_positions,,seed,variant,['happy'],do i own stocks in the account {@account_number 1234},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,2ee80e98-8fc2-4898-9886-185fc87e0c2c,bt_positions,,seed,variant,['happy'],tell me the value of my {@account_type depository} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,b7fc520f-a4e1-4414-83c1-25a967b960f1,bt_positions,,seed,variant,['happy'],How's the positions doing,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,83938df2-21fc-4feb-8181-aacd53e9f1f2,bt_positions,,seed,variant,['happy'],{@kim_security_sector finance} stocks,TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,6b70cb2c-ed81-4a94-ae31-70a500df8941,bt_positions,,seed,variant,['happy'],How's the account {@account_number 1234} doing,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,fbfa8944-b928-4807-8163-47af25c0e372,bt_positions,,seed,variant,['happy'],what stocks do i have in the account {@account_number 1234},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,b63f3972-67c6-4909-8913-035ce445522e,bt_positions,,seed,variant,['happy'],What's my {@account_type depository} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,29e3ad58-b28e-4c1e-86f7-4adea79f90b9,bt_positions,,seed,variant,,what are my positions in my {@account_type checking} account?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,2f37e92d-7044-4e72-9230-c5374658adee,bt_positions,,seed,variant,['happy'],Do I have any {@kim_security_sector tech} stocks in my {@account_type Roth} account?,TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,e2ece749-f355-4d60-affb-af6d6db196eb,bt_positions,,seed,variant,['happy'],the {@kim_security_sector technology} stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,8392ffdf-4162-47eb-bb53-cac457647c3a,bt_positions,,seed,variant,['happy'],do i own {@kim_company_name_ticker CSCO} stocks in my {@account_type 401k} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,758362a9-6a7a-435b-a7f1-1acff22e6385,bt_positions,,seed,variant,['happy'],what holdings do i have in my {@account_type 401k} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,166aeaa2-dae8-48f2-9a72-c6e79aeb23bb,bt_positions,,seed,variant,['happy'],What's my {@kim_company_name_ticker CSCO} stocks worth,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,76f57ac9-0e1d-4c73-b99b-d52abcbc4a14,bt_positions,,seed,variant,['happy'],how many {@kim_company_name_ticker apple} shares,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,2fecde1f-97cd-41e9-ab90-4339fe623e70,bt_positions,,seed,variant,['happy'],value of my {@kim_security_sector tech} positions,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,95216f3e-97ad-4535-b8e7-f21351105489,bt_positions,,seed,variant,['happy'],show holdings,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,c53b59e5-4860-4c03-b03b-299abbae62df,bt_positions,,seed,variant,['happy'],information about my positions,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,15509e41-fe23-46de-9e8c-5e39475f83c0,bt_positions,,seed,variant,['happy'],positions in my {@account_type prif},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,973441d1-078d-4fa5-8587-644ba597a4b0,bt_positions,,seed,variant,['happy'],what {@kim_security_sector tech} stocks do i have in the {@account_type 401k} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,095ca727-61e0-4782-8796-489a2984cc18,bt_positions,,seed,variant,['happy'],do i own stocks in my {@account_type 401k} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,36f6a8db-6fb6-4bc0-9b70-3c9773b5d29a,bt_positions,,seed,variant,['happy'],what securities do i own in the {@account_type depository} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,3951af30-bdfc-4b76-a655-3b7be4347f91,bt_positions,,seed,variant,['happy'],positions in {@account_type cash isa} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,90bdf971-ffad-4b70-873b-9a10bfc1ade3,bt_positions,,seed,variant,['happy'],how much current positions shares do i own,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,0ef7c5c1-a2b2-4397-8a05-25bd90b182e4,bt_positions,,seed,variant,['happy'],show me the value of my {@account_type depository} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,cdd9dd33-f9d2-4f29-91c8-d10188638497,bt_positions,,seed,variant,['happy'],what are my stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,50a1d872-8050-4ca0-8081-be65fda765d3,bt_positions,,seed,variant,['happy'],position account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,3d7344d1-6984-4d38-8186-86b88cd84bb0,bt_positions,,seed,variant,['happy'],do i have any holdings,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,8ef08432-248a-4fff-a54c-b9ae4766194c,bt_positions,,seed,variant,['happy'],how much is in my stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,42c825b1-2a88-437a-a8df-5bbe2151a97a,bt_positions,,seed,variant,['happy'],how are my account {@account_number 1234} doing,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,2e7d403d-ade1-4b1d-87f2-a332179793ed,bt_positions,,seed,variant,['happy'],how much {@kim_company_name_ticker fox} do i own?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,2be2b8ff-fdbb-4854-8e16-d66a48e9f7f3,bt_positions,,seed,variant,['happy'],positions in the account {@account_number 1234},TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,02cdcdb9-9f36-4beb-80ea-445f295d93d7,bt_positions,,seed,variant,['happy'],How many {@kim_company_name_ticker apple} shares do I have?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,52e7346e-b2b1-44b5-8e95-4bdef5c11f1f,bt_positions,,seed,variant,,{@kim_security_sector tech} positions for account {@account_number 1234},TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,001617bf-187e-4e71-9b9f-b2ef483c5605,bt_positions,,seed,variant,['happy'],current positions shares,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,fc75a01e-6a98-48e2-90d1-5117bb764f93,bt_positions,,seed,variant,['happy'],can I see the {@account_type depository} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,29365dfc-db32-4423-b269-3a36e98777dd,bt_positions,,seed,variant,['happy'],what positions do i have in my {@account_type depository} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,b685a549-470b-4d1c-82fc-9557ae8b2c79,bt_positions,,seed,variant,['happy'],do i own investments in my {@account_type depository} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,146e1820-a888-4c37-9099-1c30a7fe41b2,bt_positions,,seed,variant,['happy'],What's the value of the {@kim_security_sector tech} stocks,TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,0a3b7fb1-d900-4f3f-bed0-27803ecab975,bt_positions,,seed,variant,['happy'],do i have positions in the {@account_type depository} account,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,57a9f9b6-6009-4372-99d6-5a79834b85f1,bt_positions,,seed,variant,,What's my {@account_type 401K} worth,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,b2e1eade-f663-4c71-8515-ddd01286612b,bt_positions,,seed,variant,,How are my {@kim_security_sector tech} stocks doing?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,fee92315-d73d-4e2b-a1cd-ae2a86fcefb9,bt_positions,,seed,variant,,How are my stocks doing?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,4ddf33d7-f09e-45f7-ad84-60d94bc81ae6,bt_positions,,seed,variant,,Can I see my {@kim_security_sector technology} stocks,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,9b65d6ac-e880-4c7f-84e8-c6bed773b78b,bt_positions,,seed,variant,['happy'],{@kim_company_name_ticker csco} in my {@account_type 401k} account,TRIGGER,2020-01-13T22:08:12
True,2020-01-13T22:08:11,fcbca909-c059-4cde-ae41-5236dff0c941,bt_positions,,seed,variant,['happy'],how many current positions shares do i have,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,12fd6cd8-9cef-4d34-8cfd-6d6034d7ee26,bt_positions,,seed,variant,['happy'],how much securities share do i own,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,fb6b0e00-7f89-4580-a8e9-ff06ffe8b63e,bt_positions,,seed,variant,['happy'],positions of my accounts,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,9b6b4d28-ea73-4c7b-9f08-76749ba5e45c,bt_positions,,seed,variant,['happy'],position accounts,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,51cd2987-be0b-44ac-8963-7c71df465152,bt_positions,,seed,variant,['happy'],do i own any securities,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:11,0f8b74cf-d2f3-41ec-b9f1-df9255aee25c,bt_positions,,seed,variant,['happy'],how many shares of {@kim_company_name_ticker apple} do I have in my {@account_type Roth} account?,TRIGGER,2020-01-13T22:08:11
True,2020-01-13T22:08:12,a3704167-741d-4fe3-bd99-5cb8ae2eede2,bt_positions,,seed,variant,['happy'],{@kim_company_name_ticker csco} stock account {@account_number 1234},TRIGGER,2020-01-13T22:08:12
