1194,bt_account_asim_super,bt_tax_summary,I am trying to find a annual tax report,CONTENT_MISMATCH,False,0.909,False,"To access your tax statement, go to the navigation menu and select 'Document library'. For guidance on understanding your tax statement, refer to the 'Panorama Super & Tax Guide'.","To access your tax statement, go to the navigation menu and select 'Document library'. For guidance on understanding your tax statement, refer to the 'Panorama Tax Guide'.",Panorama Super & Tax Guide,Panorama Tax Guide,node0848jj7czzbuebkl7ber16qs1217175029023274167a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:08:18.043006
1195,bt_account_asim_super,bt_technical_difficulties,"I’m getting a technical difficulties message, can you help?",FAILED_RESPONSE,False,0.102,True,"For assistance from one of our consultants, you can call 1300 881 716 (or +612 9155 4030 if calling from overseas) from Monday to Friday, 8:30am to 6:30pm (Sydney time).",This query might need a little more attention. I'll connect you with one of our helpful consultants who can assist you further. Please select the ‘Chat with consultant’ button.,Chat with consultant,Chat with consultant,node03yyzi37oup721dgyebvjw0p6y1218175029023274267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:08:18.883986
1198,bt_account_asim_super,bt_test_navigation,how do i navigate,FAILED_RESPONSE,False,0.000,True,Example Response,"Sorry, I'm not following. Rephrase, please?",,,node01kghrvd70qrd61jhe537qxlcci1221175029023274567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:08:21.433757
1200,bt_account_asim_super,bt_trade_settle_time,view orders,CONTENT_MISMATCH,False,0.789,False,"The time taken for a trade to settle is dependent on the investment that is being traded: Shares and ETFs: Generally 2-3 business days. Managed Funds: Generally 5-7 business days, however this is dependent on the fund manager.  To view the status of pending orders, select ‘Go to page’.","The time taken for a trade to settle is dependent on the investment that is being traded:
1225,bt_account_asim_super,view_statements_reports,View Statements and reports,FAILED_RESPONSE,False,0.067,False,What type of statement are you looking for today?,I've dropped the ball. Could you rephrase?,Tax or annual statement|Report,,node0wo9x1zfs03uh1opg4smzwnpwc1248175029023277267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:08:44.990782
1239,bt_account_btinvest,91_Capabilities_S_P,Does the vaname have any features?,FAILED_RESPONSE,False,0.000,False,I am here to help you with using BT Panorama. Here are some examples of how I can assist,Example Disabled Response,Make a payment|Make a deposit|Get to know Panorama,,node0c9j63bkznxxb1lb5b8vm5mi791262175029023278667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:08:57.506459
1240,bt_account_btinvest,Asgard_Migration,Asgard migration into Panorama,FAILED_RESPONSE,False,0.000,True,Example Response,"I can only chat in English for now. If you would prefer to speak to us in another language, call 1300 881 716 from 8:30am to 6.30pm, Monday to Friday (Sydney time) so we can assist you.",,,node01ky1eubvkh5e31cqgyicuwx4pe1263175029023278767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:08:58.356483
1242,bt_account_btinvest,BT_SupermergerwithMercer,BT Super merger with Mercer,FAILED_RESPONSE,False,0.000,False,This query does not apply to this account type. Is there anything else I can help you with?,"For more information on Protect Your Super (PYS) and Putting Members Interests First (PMIF) legislation, please select the relevant button.",,PYS|PMIF,node01tckux31q96f5sznhuigz7k3a1265175029023278967a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:00.391225
1243,bt_account_btinvest,ChatBotDown,Is the chat bot working?,FAILED_RESPONSE,False,0.542,False,I might not be trained to answer your question just yet. Can you try asking again in another way or by using different words?,Can you try asking again in another way or by using different words?,Talk to someone,,node01x289kf5hzpxwsetygulywanp1266175029023279067a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:01.224632
1244,bt_account_btinvest,Client_Emulator,Emulate a clients view ,FAILED_RESPONSE,False,0.000,True,Example Response,"I haven't understood. Rephrase, please?",,,node01fmjlb9mmm0c6nlf1tsrnl3lt1267175029023279167a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:02.064184
1250,bt_account_btinvest,Message-BT-Session-Start-Mobile,Welcome message for mobile,FAILED_RESPONSE,False,0.000,True,Hi. I'm here to assist you with using BT Panorama. Please use key words when chatting with me.,"I haven't understood. Rephrase, please?",,,node0hpdv663cyck1ikd8pwho7p2f1273175029023279767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:08.125819
1254,bt_account_btinvest,WLIS_Class_action,WLIS Class action,FAILED_RESPONSE,False,0.130,False,We are limited by the Court’s rules in what we can say to you about the Class Action and the document you have received. I can direct you to our website for some further information about the notice.,"I can only chat in English for now. If you would prefer to speak to us in another language, call 1300 881 716 from 8:30am to 6.30pm, Monday to Friday (Sydney time) so we can assist you.",WLIS Class Action,,node0y8sr7gkmyv5dkyfonyi5hn811277175029023280167a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:11.841770
1259,bt_account_btinvest,bt_all_other_contact_details,Amend all other contact details option,FAILED_RESPONSE,False,0.000,False,Example Response,Which contact details would you like to update?,,Mobile number|All other details,node01b1958ircobnjstmejayslqe61282175029023280667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:16.064607
1266,bt_account_btinvest,bt_available_balance,bt available balances (guai),FAILED_RESPONSE,False,0.000,False,You are able to view a list of your account balances in the 'Investments' section on the navigation menu. Please select the 'Go to page' button.,"For now, I can't help with that. But I'm always learning.",Go to page|Minimum cash balance,,node09uaromumtol81se4xgnrtuwl21289175029023281367a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:22.259664
1268,bt_account_btinvest,bt_balance_decrease,Why has my balance decreased?,FAILED_RESPONSE,False,0.074,False,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.","You are able to view your account performance from the 'Overview' section on the navigation menu. To generate performance reports:
1270,bt_account_btinvest,bt_broken_link,Is there another link i can use,FAILED_RESPONSE,False,0.316,True,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.",This query might need a little more attention. I'll connect you with one of our helpful consultants who can assist you further. Please select the ‘Chat with consultant’ button.,Chat with consultant,Chat with consultant,node041pkvk4chgqd1xf06maxxm0w21293175029023281767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:26.665581
1278,bt_account_btinvest,bt_change_beneficiary_details,Dependants,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Change contact details,,node0b8fwzurkwujl1dj8si97y659s1301175029023282567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:33.738796
1284,bt_account_btinvest,bt_client_details,How do I change my client's tax file number?,FAILED_RESPONSE,False,0.019,False,Which contact details would you like to update?,"To add or amend your TFN: 
1291,bt_account_btinvest,bt_compliance_letter,Hi i would like to obtain a letter of compliance please,FAILED_RESPONSE,False,0.081,False,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.",This query does not apply to this account type. Is there anything else I can help you with?,Chat with consultant,,node0119f4v51k5bdvk9cniuprcv3l1314175029023283867a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:45.421417
1292,bt_account_btinvest,bt_concess_contribute,Is it possible to check my concessional contributions?,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,View transactions,,node0q3rqxja8l2wi1hbhgjbaq3af31315175029023283967a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:46.244307
1298,bt_account_btinvest,bt_ddo_trade,DDO Changes to trade,FAILED_RESPONSE,False,0.156,False,I can help you buy a managed fund or managed portfolio. Please select the 'Show me how' button.,"Did you want to place a buy or sell order? For guidance on how to update your investment profile, select 'Buy'.",Show me how,Buy|Sell,node019eltt62vlirt131pdmj7yvvau1321175029023284567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:51.630814
1304,bt_account_btinvest,bt_eidv,ID requirements for new advisers and support staff,FAILED_RESPONSE,False,0.096,False,"New advisers, support staff and paraplanners will be asked to provide and electronically verify an Australian photo identification document upon their first log in. Alternatively, they can contact us and we’ll provide instructions on how to send documents securely by either using Fileshare or a password protected email.","Only dealer group or practice manager roles on Panorama can set up staff access or update staff details online. To set up staff access for a new user: 
1305,bt_account_btinvest,bt_email_disambig,I see you are asking about emails,FAILED_RESPONSE,False,0.077,False,I see you are asking about emails.,Missed that last bit. Could you rephrase?,Why register again?|Resend registration email,,node0fa0y02lbxpcf30wv3amhb35v1328175029023285267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:09:57.812828
1308,bt_account_btinvest,bt_eofy_key_dates,End of Financial Year key dates,FAILED_RESPONSE,False,0.061,False,"For transactions to be reflected within 2024/25 annual statements, we must receive the payment by 5pm Friday 27th June 2025. We recommend submitting by Tuesday 24th June 2025 before 5pm.",I am here to help you during the end of financial year. You can chat with me by using keywords or selecting from these common queries:,EOFY information|Tax & annual statements,Key dates|Make a contribution|Tax statements & reports|Submit a Deduction notice|EOFY Information ,node01k0rb5gqovht6vt1rgahrszmg1331175029023285567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:00.324869
1317,bt_account_btinvest,bt_get_to_know_pano,Get to know Panorama,FAILED_RESPONSE,False,0.000,True,Example Response,"The ABN for BT Panorama Super/Pension & BT Super Invest is 90 194 410 365
1325,bt_account_btinvest,bt_key_dates,Key dates for end of financial year,FAILED_RESPONSE,False,0.000,False,Example Response,I am here to help you during the end of financial year. You can chat with me by using keywords or selecting from these common queries:,,Key dates|Make a contribution|Tax statements & reports|Submit a Deduction notice|EOFY Information ,node0ggpo2xar3cja1lsbho5km38ka1348175029023287267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:15.338497
1329,bt_account_btinvest,bt_linked_account_verification,Where do I put in the 1 cent verification code?,CONTENT_MISMATCH,True,1.000,False,I can help you verify your linked bank account to enable it for direct debits. Please select the 'Show me how' button.,I can help you verify your linked bank account to enable it for direct debits. Please select the 'Show me how' button.,Show me how|Link a bank account|Change linked bank account,Show me how,node014kdow4pr1r4bvyl8wr10jfiz1352175029023287667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:18.665205
1330,bt_account_btinvest,bt_login_failure,what is user I'd pswd,CONTENT_MISMATCH,True,1.000,False,Please select which applies to you.,Please select which applies to you.,Change Username|Change Password|Log out,,node0zkqc6f5rubcy1m9j0n80vzvu41353175029023287767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:19.506444
1344,bt_account_btinvest,bt_payment_settings,I need to change the payment settings for my client.,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Scheduled transactions,,node0r886twbfietr1fiweeyb9zrv71367175029023289167a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:31.874392
1345,bt_account_btinvest,bt_pension_payment_amount,What is my annual pension?,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Are you looking to make a withdrawal?,,node0j64muyahe32g1d5o1gsj8euo51368175029023289267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:32.694032
1349,bt_account_btinvest,bt_personal_tax,claim personal tax deduction,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Tax & annual statements,,node0195dm6136n0wwb6bgij8g5nwv1372175029023289667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:36.029603
1352,bt_account_btinvest,bt_primary_email_postal_address,Change primary email or postal address option,FAILED_RESPONSE,False,0.087,False,You can update a client’s primary email and postal address by navigating to their ‘Client details’ section.,Which contact details would you like to update?,,Mobile number|All other details,node0ba4cazbtg6mbq72jz2mqx1da1375175029023289967a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:39.205235
1355,bt_account_btinvest,bt_rcr_changes,Advice fee changes ,FAILED_RESPONSE,False,0.020,False,"We now require clients to provide consent to BT when they set up or amend an advice fee arrangement, or renew an ongoing fee arrangement. For information on requesting client consent for an advice fee, select the ‘Help & Support’ button.",This query does not apply to this account type. Is there anything else I can help you with,Help & Support,General account fee's,node0m80bolystyee9n776s3ftwj61378175029023290267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:41.816088
1360,bt_account_btinvest,bt_rollover,How can I roll funds?,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Withdrawal,,node06mkhcem4ys16de5c0a1d8f61383175029023290767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:46.467530
1370,bt_account_btinvest,bt_technical_difficulties,"I’m getting a technical difficulties message, can you help?",FAILED_RESPONSE,False,0.102,True,"For assistance from one of our consultants, you can call 1300 881 716 (or +612 9155 4030 if calling from overseas) from Monday to Friday, 8:30am to 6:30pm (Sydney time).",This query might need a little more attention. I'll connect you with one of our helpful consultants who can assist you further. Please select the ‘Chat with consultant’ button.,Chat with consultant,Chat with consultant,node046hq61ait5wegav25kuzl1a01393175029023291767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:56.285056
1373,bt_account_btinvest,bt_test_navigation,how do i navigate,FAILED_RESPONSE,False,0.000,True,Example Response,"I didn't catch your drift. Rephrase, please?",,,node0mmr80g9gbedjm7f3mz9ei9t71396175029023292067a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:10:59.259635
1400,bt_account_btinvest,view_statements_reports,View Statements and reports,FAILED_RESPONSE,False,0.000,False,What type of statement are you looking for today?,I didn't catch that. Please say it differently.,Tax or annual statement|Report,,node01fbyit33tb2hy50rkzx6i8kre1423175029023294767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:11:24.852253
1414,bt_account_superinvest,91_Capabilities_S_P,Does the vaname have any features?,FAILED_RESPONSE,False,0.000,False,I am here to help you with using BT Panorama. Here are some examples of how I can assist,Example Disabled Response,Make a contribution|Get to know Panorama|Make a rollover|Claim personal tax deduction,,node0uezmjw3k255u12w02u89z8rp81437175029023296167a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:11:37.420104
1415,bt_account_superinvest,Asgard_Migration,Asgard migration into Panorama,FAILED_RESPONSE,False,0.000,True,Example Response,"I can only chat in English for now. If you would prefer to speak to us in another language, call 1300 881 716 from 8:30am to 6.30pm, Monday to Friday (Sydney time) so we can assist you.",,,node01ayag39b8h1l1jrb8t5zd0q5o1438175029023296267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:11:38.278202
1417,bt_account_superinvest,BT_SupermergerwithMercer,BT Super merger with Mercer,FAILED_RESPONSE,False,0.000,False,This query does not apply to this account type. Is there anything else I can help you with?,"For more information on Protect Your Super (PYS) and Putting Members Interests First (PMIF) legislation, please select the relevant button.",,PYS|PMIF,node01ceigr5whix2m13q112uaqd9ez1440175029023296467a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:11:39.988500
1418,bt_account_superinvest,ChatBotDown,Is the chat bot working?,CONTENT_MISMATCH,True,1.000,False,I might not be trained to answer your question just yet. Can you try asking again in another way or by using different words?,I might not be trained to answer your question just yet. Can you try asking again in another way or by using different words?,Talk to someone,,node01am2v3rdmk3pi15kcz7rfrl0yv1441175029023296567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:11:40.828837
1419,bt_account_superinvest,Client_Emulator,Emulate a clients view ,FAILED_RESPONSE,False,0.000,True,Example Response,"Sorry, I'm not following. Rephrase, please?",,,node01e0wzhtdif4gx15hrr1gm6jxvr1442175029023296667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:11:41.669835
1423,bt_account_superinvest,Full_Transfer_Panorama,Full transfer within Panorama,CONTENT_MISMATCH,False,0.618,True,"You can use the 'Full transfer within Panorama Super' form to transfer a Panorama Super account between phases, eg accumulation phase to transition to retirement phase or pension phase. To transfer an account between phases: 1. Select 'Go to page'. 2. Select 'Full transfer within Panorama Super' then follow the prompts. To track the progress of your request, go to ‘Forms & requests’ and select ‘Request status’.","You can use the 'Full transfer within Panorama Super' form to transfer a Panorama Super account between phases, eg accumulation phase to transition to retirement phase or pension phase. To transfer an account between phases:
1425,bt_account_superinvest,Message-BT-Session-Start-Mobile,Welcome message for mobile,FAILED_RESPONSE,False,0.000,True,Hi. I'm here to assist you with using BT Panorama. Please use key words when chatting with me.,"I haven't understood. Rephrase, please?",,,node0lfgc9qhig1t919exo596y2yzc1448175029023297267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:11:47.178604
1426,bt_account_superinvest,Rollover_Out_Of_Account,Rollover_Out_Of_Account,FAILED_RESPONSE,False,0.050,False,"To complete a rollover out:  1. Navigate to 'Forms & requests’. 2. Select ‘Submit new request’ and go to 'Rollovers & withdrawals’. 3. For a partial rollover out, complete the 'Partial withdrawal' form.  For a full rollover out, complete the ‘Account closure’ form.",Would you like to rollover into or out of your Panorama account?,,Into account|Out of account,node01rx91l00f2bepy6ewlhotuvrq1449175029023297367a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:11:48.034949
1427,bt_account_superinvest,Rollover_into_account,Rollover_into_account,FAILED_RESPONSE,False,0.179,False,You can request a rollover into your super account via 'Find your super’ on the navigation menu.   Select the 'Go to page' button.,Would you like to rollover into or out of your Panorama account?,Go to page,Into account|Out of account,node01rivtmjtwm8cc1sxs4pdf2kllj1450175029023297467a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:11:48.887525
1429,bt_account_superinvest,WLIS_Class_action,WLIS Class action,FAILED_RESPONSE,False,0.130,False,We are limited by the Court’s rules in what we can say to you about the Class Action and the document you have received. I can direct you to our website for some further information about the notice.,"I can only chat in English for now. If you would prefer to speak to us in another language, call 1300 881 716 from 8:30am to 6.30pm, Monday to Friday (Sydney time) so we can assist you.",WLIS Class Action,,node08bw1cqcgewbgm9itye50m6wi1452175029023297667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:11:50.563403
1434,bt_account_superinvest,bt_all_other_contact_details,Amend all other contact details option,FAILED_RESPONSE,False,0.000,False,Example Response,Which contact details would you like to update?,,Mobile number|All other details,node01jnffh354r63up7bpa033e9mw1457175029023298167a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:11:55.197854
1441,bt_account_superinvest,bt_available_balance,bt available balances (guai),FAILED_RESPONSE,False,0.000,False,You are able to view a list of your account balances in the 'Investments' section on the navigation menu. Please select the 'Go to page' button.,"For now, I can't help with that. But I'm always learning.",Go to page|Minimum cash balance,,node0j5wb708bco7jhty028vqm97x1464175029023298867a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:12:01.819178
1443,bt_account_superinvest,bt_balance_decrease,Why has my balance decreased?,FAILED_RESPONSE,False,0.074,False,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.","You are able to view your account performance from the 'Overview' section on the navigation menu. To generate performance reports:
1445,bt_account_superinvest,bt_broken_link,Is there another link i can use,FAILED_RESPONSE,False,0.316,True,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.",This query might need a little more attention. I'll connect you with one of our helpful consultants who can assist you further. Please select the ‘Chat with consultant’ button.,Chat with consultant,Chat with consultant,node01tlzomp7pypv61brtanh26urkd1468175029023299267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:12:05.211715
1457,bt_account_superinvest,bt_change_withdrawal_limit,Where can I amend the daily withdrawal limit?,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Make a withdrawal,,node01232zc89zhgej7vdb9itd0s8c1480175029023300467a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:12:15.798216
1459,bt_account_superinvest,bt_client_details,How do I change my client's tax file number?,FAILED_RESPONSE,False,0.019,False,Which contact details would you like to update?,"To add or amend your TFN: 
1466,bt_account_superinvest,bt_compliance_letter,Hi i would like to obtain a letter of compliance please,FAILED_RESPONSE,False,0.079,False,"One of our consultants will be able to assist you with this query. If you would like assistance, please select the 'Chat with consultant' button.","To download our 'Choice of super fund' form, which includes our complying fund statement:
1473,bt_account_superinvest,bt_ddo_trade,DDO Changes to trade,FAILED_RESPONSE,False,0.156,False,I can help you buy a managed fund or managed portfolio. Please select the 'Show me how' button.,"Did you want to place a buy or sell order? For guidance on how to update your investment profile, select 'Buy'.",Show me how,Buy|Sell,node0ohvh6g8gerx82xqs4zgkvifo1496175029023302067a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:12:31.144211
1479,bt_account_superinvest,bt_eidv,ID requirements for new advisers and support staff,FAILED_RESPONSE,False,0.096,False,"New advisers, support staff and paraplanners will be asked to provide and electronically verify an Australian photo identification document upon their first log in. Alternatively, they can contact us and we’ll provide instructions on how to send documents securely by either using Fileshare or a password protected email.","Only dealer group or practice manager roles on Panorama can set up staff access or update staff details online. To set up staff access for a new user: 
1480,bt_account_superinvest,bt_email_disambig,I see you are asking about emails,FAILED_RESPONSE,False,0.000,False,I see you are asking about emails.,"Sorry, I'm not following. Rephrase, please?",Why register again?|Resend registration email,,node01xys9o7z1gkkl61ul1slu3uq11503175029023302767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:12:37.058944
1481,bt_account_superinvest,bt_employer_contribution_details,contribution details super,CONTENT_MISMATCH,True,1.000,False,"To download our 'Choice of super fund' form, which includes our complying fund statement: 1. Select 'Go to page'. 2. In the 'Deposits and contributions' section, select 'Choice of super fund' then follow the prompts. Your employer can contribute via EFT or SuperStream.  For EFT: Provide your BSB and account number, and enter 'EMPLOYER' as reference for the deposit. For SuperStream: Provide your employer with our ABN (90 194 410 365), fund name (Panorama Super) and USI (90 194 410 365 011).","To download our 'Choice of super fund' form, which includes our complying fund statement:
1483,bt_account_superinvest,bt_eofy_key_dates,End of Financial Year key dates,FAILED_RESPONSE,False,0.061,False,"For transactions to be reflected within 2024/25 annual statements, we must receive the payment by 5pm Friday 27th June 2025. We recommend submitting by Tuesday 24th June 2025 before 5pm.",I am here to help you during the end of financial year. You can chat with me by using keywords or selecting from these common queries:,EOFY information|Tax & annual statements,Key dates|Make a contribution|Tax statements & reports|Submit a Deduction notice|EOFY Information ,node0moyk6c79d9ncbmfhnizvag691506175029023303067a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:12:39.939532
1492,bt_account_superinvest,bt_get_to_know_pano,Get to know Panorama,FAILED_RESPONSE,False,0.000,True,Example Response,"The ABN for BT Panorama Super/Pension & BT Super Invest is 90 194 410 365
1500,bt_account_superinvest,bt_key_dates,Key dates for end of financial year,FAILED_RESPONSE,False,0.000,False,Example Response,I am here to help you during the end of financial year. You can chat with me by using keywords or selecting from these common queries:,,Key dates|Make a contribution|Tax statements & reports|Submit a Deduction notice|EOFY Information ,node01slkblh1hyj0p1j8wii13k8xqm1523175029023304767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:12:54.648388
1505,bt_account_superinvest,bt_login_failure,what is user I'd pswd,CONTENT_MISMATCH,True,1.000,False,Please select which applies to you.,Please select which applies to you.,Change Username|Change Password|Log out,,node0jja50mwaafafek6b1x4s2bk31528175029023305267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:12:59.264053
1519,bt_account_superinvest,bt_payment_settings,I need to change the payment settings for my client.,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Scheduled transactions,,node0kjskchci3hblt9vq6ik9u9y51542175029023306667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:13:11.600481
1520,bt_account_superinvest,bt_pension_payment_amount,What is my annual pension?,CONTENT_MISMATCH,True,1.000,False,This query does not apply to this account type. Is there anything else I can help you with?,This query does not apply to this account type. Is there anything else I can help you with?,Are you looking to make a withdrawal?,,node01ir6y3s2s7e6bg3x3bv0gai201543175029023306767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:13:12.449489
1525,bt_account_superinvest,bt_platforms_sft,SFT,CONTENT_MISMATCH,True,1.000,False,As part of BT’s simplification we have closed the super fund Retirement Wrap. This means BT Panorama Super accounts have been transferred to another super fund called Asgard Independence Plan Division Two. For more information select 'Go to page'.,As part of BT’s simplification we have closed the super fund Retirement Wrap. This means BT Panorama Super accounts have been transferred to another super fund called Asgard Independence Plan Division Two. For more information select 'Go to page'.,Go to page|Choice of super fund form,Go to page,node0lsm0ye9pj0qds1uo9v8yu0u41548175029023307267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:13:17.023183
1527,bt_account_superinvest,bt_primary_email_postal_address,Change primary email or postal address option,FAILED_RESPONSE,False,0.087,False,You can update a client’s primary email and postal address by navigating to their ‘Client details’ section.,Which contact details would you like to update?,,Mobile number|All other details,node02vmh3kkwsifdfxi9egaomwwa1550175029023307467a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:13:18.726931
1530,bt_account_superinvest,bt_rcr_changes,Advice fee changes ,FAILED_RESPONSE,False,0.020,False,"We now require clients to provide consent to BT when they set up or amend an advice fee arrangement, or renew an ongoing fee arrangement. For information on requesting client consent for an advice fee, select the ‘Help & Support’ button.",This query does not apply to this account type. Is there anything else I can help you with,Help & Support,General account fee's,node018oxsdg8vwlbh1nvky4cjnvd3a1553175029023307767a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:13:21.279573
1545,bt_account_superinvest,bt_technical_difficulties,"I’m getting a technical difficulties message, can you help?",FAILED_RESPONSE,False,0.102,True,"For assistance from one of our consultants, you can call 1300 881 716 (or +612 9155 4030 if calling from overseas) from Monday to Friday, 8:30am to 6:30pm (Sydney time).",This query might need a little more attention. I'll connect you with one of our helpful consultants who can assist you further. Please select the ‘Chat with consultant’ button.,Chat with consultant,Chat with consultant,node0an0rjkegsh01dadlv9affx8u1568175029023309267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:13:34.722061
1548,bt_account_superinvest,bt_test_navigation,how do i navigate,FAILED_RESPONSE,False,0.000,True,Example Response,Hm. Try saying that another way.,,,node01xj9wtbw2p2dbnodythtg7odm1571175029023309567a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:13:37.258101
1575,bt_account_superinvest,view_statements_reports,View Statements and reports,FAILED_RESPONSE,False,0.000,False,What type of statement are you looking for today?,"I didn't catch that. Rephrase it, please?",Tax or annual statement|Report,,node0uftf83fw87ljrupr53b9vyho1598175029023312267a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:14:01.331409
1589,bt_account_superinvest_pension,91_Capabilities_S_P,Does the vaname have any features?,FAILED_RESPONSE,False,0.000,False,I am here to help you with using BT Panorama. Here are some examples of how I can assist,Example Disabled Response,Make a contribution|Get to know Panorama|Make a rollover|Claim personal tax deduction,,node0mtbd6ws4k7iamkxxgm6d8lg11612175029023313667a7aaaf-b244-4fd3-b3dd-bd50d1662676,,2025-06-19T11:14:13.512105
